epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,374531,0.6381,0.39138,0.91771,0.96999,0.9197,0.96819,0.84871,0.5444,0.36662,0.88499,0.003829,0.003829,0.003829
189,378676,0.64192,0.39308,0.91447,0.96521,0.91893,0.96593,0.84781,0.54626,0.37591,0.88294,0.003796,0.003796,0.003796
190,383033,0.62631,0.38393,0.91049,0.96079,0.90751,0.96139,0.84577,0.5489,0.38614,0.88535,0.003763,0.003763,0.003763
191,387201,0.63225,0.39701,0.90916,0.97109,0.91814,0.96545,0.84212,0.55567,0.37493,0.88574,0.00373,0.00373,0.00373
192,391315,0.62792,0.38685,0.90676,0.96907,0.90681,0.96543,0.84195,0.5606,0.37672,0.88659,0.003697,0.003697,0.003697
193,395430,0.61872,0.37303,0.90787,0.96622,0.90828,0.9657,0.84732,0.5425,0.37324,0.88328,0.003664,0.003664,0.003664
194,399660,0.62793,0.3808,0.9078,0.97042,0.90755,0.96425,0.84727,0.53986,0.37576,0.88101,0.003631,0.003631,0.003631
195,403761,0.61608,0.37852,0.90787,0.9594,0.91097,0.96396,0.85166,0.53862,0.37669,0.87896,0.003598,0.003598,0.003598
196,407875,0.63266,0.38959,0.91221,0.96161,0.92356,0.96851,0.85084,0.54559,0.364,0.87814,0.003565,0.003565,0.003565
197,411989,0.6249,0.38177,0.9074,0.96731,0.92464,0.9708,0.85264,0.54107,0.36823,0.8752,0.003532,0.003532,0.003532
198,416102,0.62194,0.3791,0.90312,0.97286,0.91211,0.97104,0.853,0.5421,0.36468,0.88033,0.003499,0.003499,0.003499
199,420216,0.62393,0.39427,0.91071,0.96541,0.91012,0.96696,0.84742,0.54272,0.37844,0.88229,0.003466,0.003466,0.003466
200,424333,0.62823,0.37813,0.91101,0.96923,0.90772,0.96486,0.84163,0.54588,0.37152,0.88526,0.003433,0.003433,0.003433
201,428478,0.61334,0.37999,0.90423,0.95876,0.92393,0.96689,0.84489,0.55023,0.37447,0.88846,0.0034,0.0034,0.0034
202,432624,0.62924,0.3873,0.90722,0.95225,0.92624,0.96806,0.85006,0.54859,0.37083,0.88488,0.003367,0.003367,0.003367
203,436802,0.61729,0.38256,0.91076,0.97077,0.91177,0.96583,0.84733,0.54613,0.3819,0.88415,0.003334,0.003334,0.003334
204,440932,0.62244,0.37867,0.90708,0.96324,0.91997,0.9643,0.84399,0.55013,0.38361,0.88663,0.003301,0.003301,0.003301
205,445132,0.61526,0.37888,0.90508,0.97263,0.91441,0.96621,0.84602,0.54686,0.37156,0.88573,0.003268,0.003268,0.003268
206,449249,0.61115,0.37303,0.9043,0.96868,0.91271,0.96748,0.84846,0.54134,0.36509,0.88205,0.003235,0.003235,0.003235
207,453366,0.61232,0.37447,0.90167,0.96767,0.90277,0.96179,0.84272,0.54665,0.37255,0.8848,0.003202,0.003202,0.003202
208,457480,0.60013,0.37012,0.89807,0.9656,0.91521,0.96295,0.84245,0.54834,0.37169,0.88117,0.003169,0.003169,0.003169
209,461591,0.60968,0.3689,0.90246,0.95327,0.92683,0.96478,0.84854,0.54326,0.37316,0.87649,0.003136,0.003136,0.003136
210,465762,0.60653,0.36966,0.89932,0.9388,0.92422,0.96351,0.84692,0.54671,0.38536,0.87781,0.003103,0.003103,0.003103
211,469916,0.60504,0.37278,0.90027,0.96901,0.90332,0.96352,0.84075,0.55277,0.38462,0.87897,0.00307,0.00307,0.00307
212,474061,0.61409,0.37717,0.90492,0.9706,0.90334,0.96448,0.84318,0.55522,0.37473,0.88498,0.003037,0.003037,0.003037
213,478177,0.5949,0.36508,0.9039,0.96282,0.92595,0.96477,0.84444,0.55531,0.36455,0.88405,0.003004,0.003004,0.003004
214,482364,0.59948,0.36295,0.90075,0.96904,0.91645,0.96605,0.8483,0.55137,0.3647,0.88254,0.002971,0.002971,0.002971
215,486495,0.60069,0.36166,0.8907,0.97561,0.91026,0.96676,0.84876,0.54947,0.36369,0.87888,0.002938,0.002938,0.002938
216,490632,0.6023,0.371,0.89936,0.96023,0.92791,0.96525,0.84206,0.55088,0.37052,0.87981,0.002905,0.002905,0.002905
217,494766,0.59902,0.36909,0.89653,0.96543,0.9151,0.96687,0.84944,0.55352,0.37089,0.88177,0.002872,0.002872,0.002872
218,498890,0.60847,0.36806,0.89459,0.94959,0.93361,0.96564,0.84862,0.55359,0.36789,0.88084,0.002839,0.002839,0.002839
219,503016,0.59918,0.36402,0.89622,0.96219,0.9275,0.96662,0.84368,0.5562,0.36315,0.88531,0.002806,0.002806,0.002806
220,507168,0.59419,0.36357,0.89133,0.95095,0.93522,0.96718,0.84728,0.55093,0.35597,0.88446,0.002773,0.002773,0.002773
221,511290,0.59991,0.36332,0.89336,0.95933,0.93612,0.96754,0.84798,0.55323,0.36154,0.88363,0.00274,0.00274,0.00274
222,515419,0.58424,0.3599,0.8929,0.95721,0.92864,0.96568,0.84794,0.55281,0.36436,0.88362,0.002707,0.002707,0.002707
223,519532,0.59461,0.37132,0.89665,0.96551,0.92765,0.96469,0.8491,0.54724,0.35524,0.88213,0.002674,0.002674,0.002674
224,523661,0.58183,0.35618,0.88916,0.95499,0.9328,0.96576,0.84885,0.55092,0.35136,0.88396,0.002641,0.002641,0.002641
225,527799,0.58489,0.35888,0.89376,0.96851,0.91897,0.96539,0.84443,0.55565,0.35755,0.88557,0.002608,0.002608,0.002608
226,531909,0.58848,0.35941,0.89046,0.95321,0.93533,0.96737,0.84563,0.56076,0.36067,0.88523,0.002575,0.002575,0.002575
227,536044,0.58342,0.35451,0.89158,0.97391,0.92131,0.96922,0.84785,0.55955,0.35079,0.88413,0.002542,0.002542,0.002542
228,540186,0.5819,0.36152,0.89198,0.97923,0.91985,0.96871,0.85255,0.55386,0.35133,0.88153,0.002509,0.002509,0.002509
229,544380,0.5841,0.35139,0.89244,0.97684,0.91187,0.9665,0.8488,0.55445,0.36256,0.88126,0.002476,0.002476,0.002476
230,548495,0.57373,0.34802,0.88295,0.97529,0.91751,0.96625,0.84944,0.55536,0.36665,0.88038,0.002443,0.002443,0.002443
231,552622,0.57483,0.35617,0.88654,0.97015,0.92164,0.96689,0.84803,0.55535,0.36558,0.8817,0.00241,0.00241,0.00241
232,556821,0.57757,0.35171,0.89285,0.97014,0.92735,0.96689,0.85009,0.55539,0.36087,0.88406,0.002377,0.002377,0.002377
233,560942,0.57916,0.35458,0.88949,0.9696,0.92408,0.96694,0.84941,0.55362,0.36976,0.88248,0.002344,0.002344,0.002344
234,565083,0.57666,0.35151,0.88403,0.97225,0.9185,0.96759,0.85128,0.55786,0.37063,0.88365,0.002311,0.002311,0.002311
235,569195,0.56861,0.3506,0.88425,0.9714,0.92048,0.96794,0.85103,0.55199,0.3705,0.88294,0.002278,0.002278,0.002278
236,573312,0.56954,0.34977,0.88524,0.97476,0.9241,0.96802,0.85396,0.55018,0.36419,0.88187,0.002245,0.002245,0.002245
237,577422,0.55425,0.34299,0.87653,0.97378,0.91871,0.96721,0.85077,0.55424,0.36167,0.88025,0.002212,0.002212,0.002212
238,581533,0.56375,0.34451,0.88186,0.9711,0.92687,0.96639,0.84995,0.55328,0.36161,0.87931,0.002179,0.002179,0.002179
239,585642,0.566,0.34071,0.88886,0.97194,0.92398,0.96626,0.84884,0.55398,0.36123,0.8816,0.002146,0.002146,0.002146
240,589809,0.5678,0.3444,0.88792,0.96899,0.92469,0.96715,0.85098,0.55167,0.35763,0.88309,0.002113,0.002113,0.002113
241,593957,0.55437,0.33827,0.88052,0.97636,0.92214,0.96679,0.85269,0.55185,0.35535,0.8836,0.00208,0.00208,0.00208
242,598070,0.56287,0.34029,0.88705,0.97399,0.92351,0.96548,0.84984,0.55134,0.3574,0.88401,0.002047,0.002047,0.002047
243,602192,0.55396,0.33063,0.87724,0.97061,0.92356,0.96491,0.8495,0.55535,0.36282,0.88602,0.002014,0.002014,0.002014
244,606381,0.55873,0.33732,0.87951,0.96351,0.92625,0.9656,0.84878,0.55177,0.36102,0.88403,0.001981,0.001981,0.001981
245,610505,0.5617,0.34202,0.87781,0.96415,0.92544,0.96642,0.85139,0.55118,0.36076,0.88139,0.001948,0.001948,0.001948
246,614621,0.56096,0.3382,0.8781,0.96848,0.92395,0.96577,0.85006,0.55168,0.36296,0.88071,0.001915,0.001915,0.001915
247,618737,0.54705,0.33941,0.87979,0.96029,0.92431,0.96564,0.84899,0.55155,0.36015,0.88139,0.001882,0.001882,0.001882
248,622873,0.55552,0.33604,0.87831,0.96681,0.9241,0.96562,0.8476,0.55165,0.35666,0.88317,0.001849,0.001849,0.001849
249,626983,0.54382,0.33706,0.87629,0.97062,0.92064,0.96511,0.84579,0.55189,0.35824,0.8838,0.001816,0.001816,0.001816
250,631093,0.55987,0.34089,0.88305,0.97114,0.927,0.96511,0.84518,0.55132,0.35577,0.88348,0.001783,0.001783,0.001783
251,635211,0.55072,0.33367,0.87914,0.9662,0.9262,0.96575,0.84698,0.55087,0.35544,0.8839,0.00175,0.00175,0.00175
252,639394,0.54632,0.32827,0.87751,0.96439,0.92493,0.9651,0.84883,0.55151,0.3545,0.88498,0.001717,0.001717,0.001717
253,643536,0.54721,0.33266,0.87754,0.96738,0.92576,0.96579,0.84758,0.55198,0.34818,0.88562,0.001684,0.001684,0.001684
254,647657,0.54294,0.33072,0.87444,0.96887,0.92105,0.96588,0.84895,0.54976,0.34661,0.88484,0.001651,0.001651,0.001651
255,651763,0.53492,0.32852,0.87403,0.97459,0.91543,0.96579,0.85168,0.55063,0.34954,0.88572,0.001618,0.001618,0.001618
256,655877,0.53913,0.32651,0.87264,0.97037,0.92295,0.96513,0.85143,0.55228,0.34901,0.88647,0.001585,0.001585,0.001585
257,659984,0.53442,0.32991,0.87369,0.9655,0.92473,0.96576,0.85104,0.55231,0.34853,0.88612,0.001552,0.001552,0.001552
258,664099,0.53248,0.32983,0.87511,0.97082,0.92548,0.96599,0.85103,0.55337,0.34866,0.88518,0.001519,0.001519,0.001519
259,668212,0.54196,0.33225,0.87104,0.97235,0.92542,0.96661,0.85167,0.552,0.34665,0.88408,0.001486,0.001486,0.001486
260,672364,0.54076,0.3311,0.87304,0.97394,0.92187,0.96551,0.84946,0.55259,0.34584,0.88342,0.001453,0.001453,0.001453
261,676487,0.5305,0.32549,0.87229,0.973,0.92239,0.96565,0.84839,0.55192,0.34151,0.88365,0.00142,0.00142,0.00142
262,680595,0.52874,0.32358,0.86933,0.97454,0.92251,0.96625,0.84893,0.55123,0.342,0.88267,0.001387,0.001387,0.001387
263,684769,0.52609,0.32341,0.87084,0.97449,0.91806,0.96632,0.84883,0.55227,0.34434,0.88343,0.001354,0.001354,0.001354
264,688893,0.52282,0.32233,0.86446,0.98005,0.91281,0.96594,0.84873,0.55451,0.34633,0.88485,0.001321,0.001321,0.001321
265,693012,0.52566,0.32184,0.87155,0.97919,0.91292,0.96701,0.84634,0.5543,0.34352,0.88507,0.001288,0.001288,0.001288
266,697129,0.52181,0.31997,0.86776,0.97227,0.92113,0.96723,0.8495,0.55197,0.33731,0.88377,0.001255,0.001255,0.001255
267,701254,0.52723,0.32354,0.86757,0.97338,0.91941,0.96633,0.84746,0.55227,0.33819,0.88309,0.001222,0.001222,0.001222
268,705397,0.52235,0.31746,0.86156,0.97762,0.91302,0.96572,0.84662,0.55297,0.34301,0.88285,0.001189,0.001189,0.001189
269,709507,0.51567,0.3081,0.86379,0.96829,0.92125,0.96704,0.84806,0.55255,0.33989,0.88245,0.001156,0.001156,0.001156
270,713617,0.53144,0.32429,0.87176,0.96124,0.93088,0.96711,0.8492,0.55162,0.3415,0.88373,0.001123,0.001123,0.001123
271,717725,0.51536,0.31127,0.8685,0.98307,0.91167,0.96538,0.84898,0.55243,0.34435,0.88569,0.00109,0.00109,0.00109
272,721902,0.51325,0.309,0.8665,0.98181,0.91266,0.96416,0.84667,0.55252,0.34583,0.8869,0.001057,0.001057,0.001057
273,726107,0.52086,0.31834,0.8688,0.97903,0.91494,0.96394,0.84842,0.55214,0.34585,0.88735,0.001024,0.001024,0.001024
274,730227,0.51797,0.31238,0.86781,0.97626,0.91427,0.96358,0.84769,0.55288,0.34929,0.88765,0.000991,0.000991,0.000991
275,734340,0.52222,0.3158,0.86812,0.97952,0.91055,0.96376,0.84618,0.55449,0.35206,0.88823,0.000958,0.000958,0.000958
276,738533,0.50991,0.30703,0.8651,0.98048,0.90595,0.96353,0.846,0.55604,0.35422,0.88858,0.000925,0.000925,0.000925
277,742674,0.50469,0.30632,0.85735,0.97836,0.90749,0.96295,0.84666,0.55579,0.35402,0.88765,0.000892,0.000892,0.000892
278,746791,0.50242,0.3062,0.85889,0.9556,0.92584,0.96433,0.84678,0.55648,0.35287,0.88602,0.000859,0.000859,0.000859
279,750902,0.50905,0.31859,0.86208,0.95484,0.92944,0.96458,0.84818,0.55754,0.34924,0.8851,0.000826,0.000826,0.000826
280,755014,0.50598,0.30726,0.86423,0.97065,0.91602,0.96509,0.84724,0.55867,0.34544,0.88553,0.000793,0.000793,0.000793
281,759124,0.50023,0.31005,0.86306,0.9705,0.9163,0.96523,0.84684,0.55837,0.34411,0.88488,0.00076,0.00076,0.00076
282,763240,0.50445,0.30612,0.85525,0.96126,0.92194,0.96497,0.84608,0.55843,0.34238,0.88437,0.000727,0.000727,0.000727
283,767387,0.50296,0.30203,0.86113,0.96409,0.92894,0.96617,0.84701,0.55759,0.33877,0.88379,0.000694,0.000694,0.000694
284,771520,0.50124,0.30342,0.85829,0.96083,0.93341,0.96627,0.84693,0.55654,0.34006,0.88288,0.000661,0.000661,0.000661
285,775648,0.4915,0.30049,0.85318,0.96372,0.93325,0.96602,0.84557,0.5561,0.34139,0.8825,0.000628,0.000628,0.000628
286,779787,0.5036,0.30185,0.85977,0.96621,0.93224,0.96608,0.84602,0.55611,0.34176,0.88291,0.000595,0.000595,0.000595
287,783941,0.49409,0.30283,0.8553,0.96161,0.93458,0.96594,0.84549,0.55567,0.34146,0.88323,0.000562,0.000562,0.000562
288,788065,0.50235,0.30459,0.85747,0.95957,0.9304,0.96559,0.84544,0.55597,0.34249,0.88373,0.000529,0.000529,0.000529
289,792184,0.49329,0.29899,0.85903,0.96855,0.92305,0.96517,0.84507,0.55587,0.34263,0.88389,0.000496,0.000496,0.000496
290,796357,0.49392,0.3,0.85787,0.96513,0.92495,0.96591,0.84547,0.55589,0.34437,0.88413,0.000463,0.000463,0.000463
291,800514,0.48088,0.25979,0.86028,0.96554,0.92872,0.96536,0.84431,0.55664,0.34432,0.88424,0.00043,0.00043,0.00043
292,804639,0.46949,0.25516,0.85505,0.96638,0.92621,0.96482,0.84482,0.55678,0.34503,0.88447,0.000397,0.000397,0.000397
293,808748,0.46467,0.25558,0.85322,0.96499,0.92628,0.96496,0.84585,0.55698,0.34547,0.88412,0.000364,0.000364,0.000364
294,812876,0.46142,0.2549,0.85416,0.96767,0.92447,0.96512,0.84524,0.55639,0.34603,0.88399,0.000331,0.000331,0.000331
295,817099,0.46063,0.25168,0.85658,0.96153,0.93142,0.96646,0.84544,0.55644,0.34589,0.88422,0.000298,0.000298,0.000298
296,821219,0.45159,0.25018,0.85151,0.96928,0.93199,0.96661,0.84535,0.55639,0.34574,0.88417,0.000265,0.000265,0.000265
297,825315,0.45136,0.24727,0.84704,0.96915,0.9303,0.96591,0.84404,0.55626,0.34614,0.88412,0.000232,0.000232,0.000232
298,829499,0.45883,0.25692,0.85182,0.96943,0.92925,0.96489,0.84363,0.55589,0.34762,0.88368,0.000199,0.000199,0.000199
299,833632,0.45302,0.25027,0.85121,0.96893,0.92944,0.9648,0.84308,0.55554,0.34816,0.88332,0.000166,0.000166,0.000166
300,837796,0.44995,0.24577,0.84717,0.96707,0.93029,0.96456,0.84429,0.55533,0.34819,0.88314,0.000133,0.000133,0.000133
